ID	ID1	ID2	chr1	start1	stop1	direction1	chr2	start2	stop2	direction2	synteny_dir	org2
4	hg38.chr15:22810452-23039846	mm10.chr7:55793903-55998940	15	22810452	23039846	+	7	55793903	55998940	-	NA	mm10
4	hg38.chr15:23561414-28322410	mm10.chr7:56049948-62424391	15	23561414	28322410	+	7	56049948	62424391	-	1-2-	mm10
7	hg38.chr15:82385406-84389832	rheMac3.chr7:61471928-63528428	15	82385406	84389832	+	7	61471928	63528428	-	1+2-	rheMac3
7	hg38.chr15:84649285-85170013	rheMac3.chr7:63559287-64089260	15	84649285	85170013	+	7	63559287	64089260	-	1-2-	rheMac3
34	hg38.chr15:22810729-23039537	danRer10.chr6:37647888-37771487	15	22810729	23039537	+	6	37647888	37771487	-	NA	danRer10
34	hg38.chr15:25338599-28280380	danRer10.chr6:37788989-38791738	15	25338599	28280380	+	6	37788989	38791738	-	1-2-	danRer10
66	hg38.chr15:22786529-23039543	monDom5.chr7:53217203-53539785	15	22786529	23039543	+	7	53217203	53539785	-	NA	monDom5
66	hg38.chr15:25327338-28321491	monDom5.chr7:53688822-58724133	15	25327338	28321491	+	7	53688822	58724133	-	1-2-	monDom5
67	hg38.chr15:75833664-77874846	monDom5.chr1:6086090-8723041	15	75833664	77874846	+	1	6086090	8723041	-	NA	monDom5
67	hg38.chr15:77976014-78637924	monDom5.chr1:8858480-9755022	15	77976014	78637924	+	1	8858480	9755022	-	1-2-	monDom5
5	hg38.chr16:16587732-18231333	mm10.chr7:116609719-118107853	16	16587732	18231333	+	7	116609719	118107853	-	NA	mm10
5	hg38.chr16:19001011-19354659	mm10.chr7:118312495-118572063	16	19001011	19354659	+	7	118312495	118572063	-	1-2-	mm10
20	hg38.chr16:16572050-18595446	bosTau8.chr25:14619747-16529637	16	16572050	18595446	+	25	14619747	16529637	-	1+2-	bosTau8
20	hg38.chr16:18971328-19382534	bosTau8.chr25:16713880-17110030	16	18971328	19382534	+	25	16713880	17110030	-	1-2-	bosTau8
54	hg38.chr16:16587846-18224938	rn5.chr1:193159522-194712753	16	16587846	18224938	+	1	193159522	194712753	-	NA	rn5
54	hg38.chr16:19000879-19354654	rn5.chr1:194905741-195177918	16	19000879	19354654	+	1	194905741	195177918	-	1-2-	rn5
55	hg38.chr16:46800583-51093932	rn5.chr19:30042673-33746269	16	46800583	51093932	+	19	30042673	33746269	-	NA	rn5
55	hg38.chr16:51096652-51806614	rn5.chr19:33778774-34430530	16	51096652	51806614	+	19	33778774	34430530	-	1-2-	rn5
56	hg38.chr16:55899451-59272586	rn5.chr19:9017664-11889926	16	55899451	59272586	+	19	9017664	11889926	-	NA	rn5
56	hg38.chr16:59275159-59434715	rn5.chr19:23230018-23451784	16	59275159	59434715	+	19	23230018	23451784	-	1-2-	rn5
81	hg38.chr16:16572050-18436355	oviAri3.chr24:14562507-16385138	16	16572050	18436355	+	24	14562507	16385138	-	1+2-	oviAri3
81	hg38.chr16:18971350-19382534	oviAri3.chr24:16565242-16945676	16	18971350	19382534	+	24	16565242	16945676	-	1-2-	oviAri3
21	hg38.chr17:15828258-16504210	bosTau8.chr19:33771195-34185058	17	15828258	16504210	+	19	33771195	34185058	-	1+2-	bosTau8
21	hg38.chr17:16936401-20319395	bosTau8.chr19:34121212-35724538	17	16936401	20319395	+	19	34121212	35724538	-	1-2-	bosTau8
22	hg38.chr17:30731224-31005355	bosTau8.chr19:18326141-18546105	17	30731224	31005355	+	19	18326141	18546105	-	NA	bosTau8
22	hg38.chr17:31051412-32001252	bosTau8.chr19:18505588-19273073	17	31051412	32001252	+	19	18505588	19273073	-	1-2-	bosTau8
23	hg38.chr17:67337830-68113236	bosTau8.chr19:49486668-50136776	17	67337830	68113236	+	19	49486668	50136776	-	NA	bosTau8
23	hg38.chr17:68223141-83229996	bosTau8.chr19:50146445-62534920	17	68223141	83229996	+	19	50146445	62534920	-	1-2-	bosTau8
29	hg38.chr17:15828218-16654118	canFam3.chr5:39286055-40033878	17	15828218	16654118	+	5	39286055	40033878	-	1+2-	canFam3
29	hg38.chr17:16936877-20319299	canFam3.chr5:39936576-42485029	17	16936877	20319299	+	5	39936576	42485029	-	1-2-	canFam3
30	hg38.chr17:30731225-31005339	canFam3.chr9:40790808-41039615	17	30731225	31005339	+	9	40790808	41039615	-	NA	canFam3
30	hg38.chr17:31051413-32001396	canFam3.chr9:40992422-41790169	17	31051413	32001396	+	9	40992422	41790169	-	1-2-	canFam3
68	hg38.chr17:30731394-30971531	monDom5.chr2:503687148-503909940	17	30731394	30971531	+	2	503687148	503909940	-	NA	monDom5
68	hg38.chr17:31067548-32001111	monDom5.chr2:503869898-504885518	17	31067548	32001111	+	2	503869898	504885518	-	1-2-	monDom5
82	hg38.chr17:15829037-16654114	oviAri3.chr11:32648366-33138294	17	15829037	16654114	+	11	32648366	33138294	-	1+2-	oviAri3
82	hg38.chr17:16937085-20319395	oviAri3.chr11:33077327-34660228	17	16937085	20319395	+	11	33077327	34660228	-	1-2-	oviAri3
83	hg38.chr17:30731229-31005344	oviAri3.chr11:17612150-17823344	17	30731229	31005344	+	11	17612150	17823344	-	NA	oviAri3
83	hg38.chr17:31052070-32001253	oviAri3.chr11:17783409-18530057	17	31052070	32001253	+	11	17783409	18530057	-	1-2-	oviAri3
84	hg38.chr17:67337830-68113236	oviAri3.chr11:48252853-48901393	17	67337830	68113236	+	11	48252853	48901393	-	NA	oviAri3
84	hg38.chr17:68223141-83205569	oviAri3.chr11:48916678-60806961	17	68223141	83205569	+	11	48916678	60806961	-	1-2-	oviAri3
86	hg38.chr17:15756347-16682099	panTro6.chr17:32242641-33155711	17	15756347	16682099	+	17	32242641	33155711	-	2-1-m1	panTro6
86	hg38.chr17:16682099-18077264	panTro6.chr17:33705737-34999330	17	16682099	18077264	+	17	33705737	34999330	-	1-2-	panTro6
35	hg38.chr18:55225716-55423876	danRer10.chr21:1197705-1403097	18	55225716	55423876	+	21	1197705	1403097	-	NA	danRer10
35	hg38.chr18:57352859-57573399	danRer10.chr21:1626046-1773204	18	57352859	57573399	+	21	1626046	1773204	-	1-2-	danRer10
85	hg38.chr19:41173331-41440011	oviAri3.chr14:49596042-49798822	19	41173331	41440011	+	14	49596042	49798822	-	1+2-	oviAri3
85	hg38.chr19:41746881-42422014	oviAri3.chr14:49934383-50569719	19	41746881	42422014	+	14	49934383	50569719	-	1-2-	oviAri3
8	hg38.chr2:156814001-157602652	bosTau8.chr2:38537267-39191346	2	156814001	157602652	+	2	38537267	39191346	-	2-1-m1	bosTau8
8	hg38.chr2:157619805-157899301	bosTau8.chr2:39206818-39524824	2	157619805	157899301	+	2	39206818	39524824	-	1-2-	bosTau8
31	hg38.chr2:43571700-43762409	danRer10.chr13:8518664-8569701	2	43571700	43762409	+	13	8518664	8569701	-	NA	danRer10
31	hg38.chr2:43813122-45587395	danRer10.chr13:9570917-10835788	2	43813122	45587395	+	13	9570917	10835788	-	1-2-	danRer10
32	hg38.chr2:189441486-190063204	danRer10.chr9:41137097-41352007	2	189441486	190063204	+	9	41137097	41352007	-	NA	danRer10
32	hg38.chr2:190436025-191073196	danRer10.chr9:41377442-41704026	2	190436025	191073196	+	9	41377442	41704026	-	1-2-	danRer10
39	hg38.chr2:12033938-15894640	rn5.chr6:46955428-50394505	2	12033938	15894640	+	6	46955428	50394505	-	2-1-m1	rn5
39	hg38.chr2:15895617-16920422	rn5.chr6:50437449-51391465	2	15895617	16920422	+	6	50437449	51391465	-	1-2-	rn5
40	hg38.chr2:16920506-17432536	rn5.chr6:43991285-44509166	2	16920506	17432536	+	6	43991285	44509166	-	rj_2-1-_3	rn5
40	hg38.chr2:17510091-19886821	rn5.chr6:44539876-46902352	2	17510091	19886821	+	6	44539876	46902352	-	1-2-	rn5
57	hg38.chr20:35767857-37405830	rn5.chr3:158123334-159427241	20	35767857	37405830	+	3	158123334	159427241	-	1+2-	rn5
57	hg38.chr20:37412500-39714644	rn5.chr3:159609231-161626550	20	37412500	39714644	+	3	159609231	161626550	-	1-2-	rn5
70	hg38.chr21:31118379-31736150	monDom5.chr4:10623873-11126401	21	31118379	31736150	+	4	10623873	11126401	-	NA	monDom5
70	hg38.chr21:31872952-36146529	monDom5.chr4:11163913-16291428	21	31872952	36146529	+	4	11163913	16291428	-	1-2-	monDom5
58	hg38.chr22:20393120-20627033	rn5.chr11:90577395-90800295	22	20393120	20627033	+	11	90577395	90800295	-	1+2-	rn5
58	hg38.chr22:20702061-20920160	rn5.chr11:90865132-91032265	22	20702061	20920160	+	11	90865132	91032265	-	1-2-	rn5
69	hg38.chr22:20696314-21013277	monDom5.chr3:510534915-510865545	22	20696314	21013277	+	3	510534915	510865545	-	NA	monDom5
69	hg38.chr22:21760299-21975728	monDom5.chr3:511138474-511317196	22	21760299	21975728	+	3	511138474	511317196	-	1-2-	monDom5
9	hg38.chr3:11938414-12856268	bosTau8.chr22:56901858-57783527	3	11938414	12856268	+	22	56901858	57783527	-	NA	bosTau8
9	hg38.chr3:12893132-15099488	bosTau8.chr22:57835857-59563031	3	12893132	15099488	+	22	57835857	59563031	-	1-2-	bosTau8
41	hg38.chr3:13156807-14289480	rn5.chr4:187301910-188041721	3	13156807	14289480	+	4	187301910	188041721	-	1+2-	rn5
41	hg38.chr3:14297851-14649205	rn5.chr4:188051127-188332491	3	14297851	14649205	+	4	188051127	188332491	-	1-2-	rn5
42	hg38.chr3:60844639-62451995	rn5.chr15:16771870-18425055	3	60844639	62451995	+	15	16771870	18425055	-	2-1-m1	rn5
42	hg38.chr3:62459587-63714716	rn5.chr15:18428919-19674796	3	62459587	63714716	+	15	18428919	19674796	-	1-2-	rn5
43	hg38.chr3:75933288-84671297	rn5.chr11:8126614-16284304	3	75933288	84671297	+	11	8126614	16284304	-	NA	rn5
43	hg38.chr3:84680127-85794420	rn5.chr11:16291836-17429654	3	84680127	85794420	+	11	16291836	17429654	-	1-2-	rn5
72	hg38.chr3:11826749-12842116	oviAri3.chr19:56201313-56989546	3	11826749	12842116	+	19	56201313	56989546	-	NA	oviAri3
72	hg38.chr3:12920628-15099043	oviAri3.chr19:57013731-58694604	3	12920628	15099043	+	19	57013731	58694604	-	1-2-	oviAri3
10	hg38.chr4:121874457-155406088	bosTau8.chr17:1885778-36620637	4	121874457	155406088	+	17	1885778	36620637	-	NA	bosTau8
10	hg38.chr4:155439493-162486501	bosTau8.chr17:36627635-44906446	4	155439493	162486501	+	17	36627635	44906446	-	1-2-	bosTau8
59	hg38.chr4:88378910-89323324	monDom5.chr5:23255745-23824364	4	88378910	89323324	+	5	23255745	23824364	-	NA	monDom5
59	hg38.chr4:91059152-98146456	monDom5.chr5:23940916-31619514	4	91059152	98146456	+	5	23940916	31619514	-	1-2-	monDom5
73	hg38.chr4:121887276-155406237	oviAri3.chr17:1696724-35491242	4	121887276	155406237	+	17	1696724	35491242	-	NA	oviAri3
73	hg38.chr4:155439498-162486455	oviAri3.chr17:35513181-43570209	4	155439498	162486455	+	17	35513181	43570209	-	1-2-	oviAri3
1	hg38.chr5:119655808-119833925	mm10.chr18:50312038-50473761	5	119655808	119833925	+	18	50312038	50473761	-	1+2-	mm10
1	hg38.chr5:119866827-120367588	mm10.chr18:50478340-51018403	5	119866827	120367588	+	18	50478340	51018403	-	1-2-	mm10
33	hg38.chr5:149004727-157393005	danRer10.chr14:33644511-34457467	5	149004727	157393005	+	14	33644511	34457467	-	NA	danRer10
33	hg38.chr5:158531761-159203617	danRer10.chr14:34631239-34967391	5	158531761	159203617	+	14	34631239	34967391	-	1-2-	danRer10
44	hg38.chr5:35503648-36489361	rn5.chr2:77365768-78362794	5	35503648	36489361	+	2	77365768	78362794	-	NA	rn5
44	hg38.chr5:36491566-37160100	rn5.chr2:78930576-79522194	5	36491566	37160100	+	2	78930576	79522194	-	1-2-	rn5
45	hg38.chr5:44628129-51480538	rn5.chr2:66742599-69564631	5	44628129	51480538	+	2	66742599	69564631	-	2-1-m1	rn5
45	hg38.chr5:51481223-51751001	rn5.chr2:69578745-69849193	5	51481223	51751001	+	2	69578745	69849193	-	1-2-	rn5
46	hg38.chr5:103752345-104354209	rn5.chr9:106063483-106625400	5	103752345	104354209	+	9	106063483	106625400	-	1+2-	rn5
46	hg38.chr5:104400425-106727104	rn5.chr9:106772781-108897063	5	104400425	106727104	+	9	106772781	108897063	-	1-2-	rn5
47	hg38.chr5:119655329-119833902	rn5.chr18:44284911-44491503	5	119655329	119833902	+	18	44284911	44491503	-	1+2-	rn5
47	hg38.chr5:119866291-120367565	rn5.chr18:44495668-45061186	5	119866291	120367565	+	18	44495668	45061186	-	1-2-	rn5
48	hg38.chr5:134895576-135281224	rn5.chr17:10827022-11149607	5	134895576	135281224	+	17	10827022	11149607	-	2-1-m1	rn5
48	hg38.chr5:135303168-135716171	rn5.chr17:11153038-11523296	5	135303168	135716171	+	17	11153038	11523296	-	1-2-	rn5
49	hg38.chr6:10514814-11145659	rn5.chr17:23310646-23734539	6	10514814	11145659	+	17	23310646	23734539	-	NA	rn5
49	hg38.chr6:11160685-12653655	rn5.chr17:23741259-25160340	6	11160685	12653655	+	17	23741259	25160340	-	1-2-	rn5
50	hg38.chr6:166408244-167138622	rn5.chr1:54311952-54748788	6	166408244	167138622	+	1	54311952	54748788	-	1+2-	rn5
50	hg38.chr6:167677058-167973161	rn5.chr1:54954548-55188713	6	167677058	167973161	+	1	54954548	55188713	-	1-2-	rn5
2	hg38.chr7:67379893-72476705	mm10.chr5:130364387-134061336	7	67379893	72476705	+	5	130364387	134061336	-	1+2-	mm10
2	hg38.chr7:73293287-74825171	mm10.chr5:134194746-135385118	7	73293287	74825171	+	5	134194746	135385118	-	1-2-	mm10
11	hg38.chr7:67343046-72839003	bosTau8.chr25:28630337-33073172	7	67343046	72839003	+	25	28630337	33073172	-	1+2-	bosTau8
11	hg38.chr7:73292808-74869181	bosTau8.chr25:33204522-34347568	7	73292808	74869181	+	25	33204522	34347568	-	1-2-	bosTau8
12	hg38.chr7:78896903-79420210	bosTau8.chr4:41422088-41929151	7	78896903	79420210	+	4	41422088	41929151	-	2-1-m1	bosTau8
12	hg38.chr7:79420523-79975153	bosTau8.chr4:41949097-42551544	7	79420523	79975153	+	4	41949097	42551544	-	1-2-	bosTau8
13	hg38.chr7:112030460-112641116	bosTau8.chr4:55728437-56302273	7	112030460	112641116	+	4	55728437	56302273	-	2-1-m1	bosTau8
13	hg38.chr7:112655199-113002242	bosTau8.chr4:56303461-56601885	7	112655199	113002242	+	4	56303461	56601885	-	1-2-	bosTau8
24	hg38.chr7:67339310-72842659	canFam3.chr6:1243967-5480706	7	67339310	72842659	+	6	1243967	5480706	-	1+2-	canFam3
24	hg38.chr7:73292822-74866461	canFam3.chr6:5635860-6908787	7	73292822	74866461	+	6	5635860	6908787	-	1-2-	canFam3
25	hg38.chr7:109880526-110224767	canFam3.chr14:49864161-50101236	7	109880526	110224767	+	14	49864161	50101236	-	1+2-	canFam3
25	hg38.chr7:110269572-110651818	canFam3.chr14:50127523-50479892	7	110269572	110651818	+	14	50127523	50479892	-	1-2-	canFam3
60	hg38.chr7:65731113-66958598	monDom5.chr2:507792405-508416294	7	65731113	66958598	+	2	507792405	508416294	-	NA	monDom5
60	hg38.chr7:67403905-72838846	monDom5.chr2:508559243-513623723	7	67403905	72838846	+	2	508559243	513623723	-	1-2-	monDom5
74	hg38.chr7:67343046-72839003	oviAri3.chr24:28277481-32481449	7	67343046	72839003	+	24	28277481	32481449	-	1+2-	oviAri3
74	hg38.chr7:73292372-74851818	oviAri3.chr24:32619504-33761171	7	73292372	74851818	+	24	32619504	33761171	-	1-2-	oviAri3
3	hg38.chr8:38104768-42553636	mm10.chr8:22462514-25841551	8	38104768	42553636	+	8	22462514	25841551	-	NA	mm10
3	hg38.chr8:42836606-43201886	mm10.chr8:25942408-26164209	8	42836606	43201886	+	8	25942408	26164209	-	1-2-	mm10
6	hg38.chr8:7055808-7542784	rheMac3.chr8:7929894-8176507	8	7055808	7542784	+	8	7929894	8176507	-	1+2-	rheMac3
6	hg38.chr8:8242362-12100747	rheMac3.chr8:8681080-12430857	8	8242362	12100747	+	8	8681080	12430857	-	1-2-	rheMac3
26	hg38.chr9:87954460-92118749	canFam3.chr1:94994235-97681571	9	87954460	92118749	+	1	94994235	97681571	-	NA	canFam3
26	hg38.chr9:92209664-94334690	canFam3.chr1:97710356-99114478	9	92209664	94334690	+	1	97710356	99114478	-	1-2-	canFam3
61	hg38.chr9:137138166-137438341	monDom5.chr1:469730400-470631833	9	137138166	137438341	+	1	469730400	470631833	-	1+2-	monDom5
61	hg38.chr9:137438717-137590814	monDom5.chr1:470679587-471065231	9	137438717	137590814	+	1	470679587	471065231	-	1-2-	monDom5
75	hg38.chr9:92210226-94303000	oviAri3.chr2:27252548-28920998	9	92210226	94303000	+	2	27252548	28920998	-	1+2-	oviAri3
75	hg38.chr9:94557424-97072790	oviAri3.chr2:29167127-31764013	9	94557424	97072790	+	2	29167127	31764013	-	1-2-	oviAri3
76	hg38.chr9:133331822-135502495	oviAri3.chr3:979053-2574346	9	133331822	135502495	+	3	979053	2574346	-	2-1-m1	oviAri3
76	hg38.chr9:135544787-136726880	oviAri3.chr3:2689416-3635753	9	135544787	136726880	+	3	2689416	3635753	-	1-2-	oviAri3
14	hg38.chrX:10283426-10622535	bosTau8.chrX:139707131-140102729	X	10283426	10622535	+	X	139707131	140102729	-	2-1-m1	bosTau8
14	hg38.chrX:11336899-13578241	bosTau8.chrX:140441288-142505595	X	11336899	13578241	+	X	140441288	142505595	-	1-2-	bosTau8
15	hg38.chrX:106839061-107018167	bosTau8.chrX:60034349-60229973	X	106839061	107018167	+	X	60034349	60229973	-	NA	bosTau8
15	hg38.chrX:107021588-107407373	bosTau8.chrX:60269130-60703442	X	107021588	107407373	+	X	60269130	60703442	-	1-2-	bosTau8
